id,long,lat,streets
323,106.67711535775,10.7801728398752,[46]
324,106.678641663375,10.7793384316921,[46]
325,106.6837025715,10.776662028086,[46]
326,106.686835490062,10.7749932117198,[46]
327,106.688281469437,10.7742375212899,[46]
328,106.628867833563,10.7820384135576,[101]
329,106.621429123,10.7843526696255,"[101, 102]"
330,106.622023581188,10.7860844258669,[102]
331,106.623212447563,10.7897998589459,[102]
332,106.620127741563,10.7804168649098,[102]
333,106.627036259688,10.7717421124827,[77]
334,106.632643446375,10.755808863939,[103]
335,106.631872257375,10.7543760872399,[103]
336,106.631534862188,10.7534943785021,[103]
337,106.632386383375,10.7524552217753,"[103, 30]"
